"DateTime","therm_depth","oxy_depth","Temp_C_hypo","DO_mgL_epi","waterlevel","wl_cv","SS","TN_ugL_epi","TN_ugL_hypo","TP_ugL_epi","TP_ugL_hypo","Shortwave","RelHum","WindSpeed","Rain","res_time"
2016-04-20,2.84684968922933,8.36364268176765,9.58888888888889,10.1833333333333,11.4571428571429,0.0466284986792529,23.3796023513463,143.1,151.75,14.3333333333333,11.7,291.150958333333,66.4374604166667,4.54890175,0,19.2564019621596
2016-05-04,6.74276915655126,8.20863420965553,8.52,9.64214285714286,11.4857142857143,0.0466284986792529,48.3345522726917,177.4,165.333333333333,14.35,9.96666666666667,239.872041666667,71.9501504166667,2.4063358875,0.000572,3.69559125267816
2016-06-02,4.57540001896874,6.12674825715217,9.89064528,9.5231916502463,11.3533333333333,0.0466284986792529,71.002444491225,458.2,157.6,38.5,12,251.854958333333,80.1014695833333,1.5245759375,0.0054236,7.42225174237878
2016-06-23,4.30862826777906,4.72624150508889,12.8323174157303,7.11377916666667,11.3,0.0466284986792529,69.8746361534277,478.766666666667,148,28.6,11.85,200.829375,86.0284008333333,3.31958991666667,0.0460900000416667,1.18340042603403
2016-07-07,5.27037750366364,2.94769822359343,11.5072041501976,6.94004363363363,11.3,0.0466284986792529,87.4878631643759,531.5,190.75,33.9,9.45,244.989416666667,78.7643354166667,4.06957125,0.001796,4.44567661510856
2016-07-21,4.71611803302788,3.32646167002318,12.0776550943396,6.46609880452343,11.2333333333333,0.0466284986792529,107.371814251049,555.733333333333,209.5,28.9333333333333,15.2,323.508125,72.8577483333333,2.00014782916667,0,73.0280113094622
2016-08-04,4.90213138312605,5.62297226952311,12.7428571428571,5.624,11.2555555555556,0.0466284986792529,77.3491859194525,725.516666666667,310.175,32.0666666666667,20.5,133.735,93.1936266666667,2.24624516666667,0.0114768,1.39519667172311
2016-08-11,4.55053243438991,3.01828049264269,11.8854786259542,3.69470420711974,11.2944444444444,0.0466284986792529,94.0742507050347,704.333333333333,202.85,25.9333333333333,12.15,300.168333333333,79.59383,3.28589916666667,0,5.10490694607548
2016-08-23,6.07560838214715,5.20540968830282,11.2810551111111,3.99726,11.2153846153846,0.0466284986792529,83.2705531775036,974.05,220.666666666667,29.2,16,277.485958333333,69.599845,1.852389375,0,12.1238123488738
2016-09-06,6.11507718114517,0.3,11.5169815442561,4.65793527196653,11.3333333333333,0.0466284986792529,71.61160228315,817.55,270.466666666667,23,20.6666666666667,261.327875,69.8837654166667,3.459001625,0,20.171421050352
2016-09-27,5.23094326632457,4.57056196633248,12.0301,5.51139563176895,11.5666666666667,0.0466284986792529,53.7307062625934,629.833333333333,263,21.3333333333333,18.25,211.744875,79.16978375,2.30918045,0,3.41699546702007
2016-10-25,8.75358287962291,8.04428748646756,10.6,7.94444444444444,11.7857142857143,0.0466284986792529,3.80966378894901,1510.6,243.35,25.4,15.475,178.023166666667,57.1029304166667,1.79888378333333,0,83.5699618486536
2019-04-08,3.38907490303738,7.60659626274998,9.11111111111111,11.8433333333333,11.2,0.0466284986792529,17.0820617433823,175.5,128.25,6.63333333333333,5.35,192.375750545,85.0446355341667,3.964177450875,0.0120832002083333,2.02748428761668
2019-04-29,5.57073003892885,7.4083381882731,9.35,10.855,11.4,0.0466284986792529,23.0977075132694,298.5,132.75,4.55,4.3,207.564250251667,89.3645860733333,4.17321385570833,0,21.0719296964478
2019-05-23,5.24083037515498,7.51024402529062,10.3428571428571,10.372,11.2,0.0466284986792529,66.62243959609,652,180,16.9333333333333,1.2,307.731374265,77.69871848125,4.597002258875,3.4e-05,119.16597521719
2019-06-06,4.63200137272637,7.47051559127552,10.8142857142857,9.306,11.1,0.0466284986792529,65.2865025901493,774,45,12,1.8,278.728295480833,77.24430263875,2.77442873133333,0.00242840004166667,15.1783592372977
2019-06-13,4.19891480657834,6.14125542484431,11.0408860215054,7.72634402985075,11.2,0.0466284986792529,60.2834013948371,492,126.75,20.3,1.5,286.880751129583,73.4618475475,6.22546379170833,0.0001142,2.40710986079862
2019-06-27,5.01898714740208,6.6414236515471,10.9946085308057,7.72310518518518,11.1,0.0466284986792529,89.9838166361456,928.5,141,28.6,5.5,318.337746784167,71.097787275,1.6364196335,0,20.0554597546629
2019-07-11,6.64386149826946,5.65708424680372,9.3390761581223,6.12852722007722,11.1,0.0466284986792529,103.121500275944,1495.5,177.5,39.1,4.03333333333333,262.8829588875,81.0570365995833,3.152760831625,0.00143,13.9219246784691
2019-07-24,3.93751824647989,4.21776161632347,13.4091916021441,6.80555364936042,11.0161142857143,0.0466284986792529,89.9637294811006,1328,168,26.1666666666667,4.6,327.80200116,71.3005093679167,2.40190589554167,0,1.78714788316649
2019-08-14,6.6742606478154,3.11884364706007,9.77577869822485,3.92376096153846,11,0.0466284986792529,96.5279672372045,1677,273.5,31.3,14.6666666666667,292.9275858135,70.899383,2.67420114895833,0,107.305967077588
2019-09-04,7.52468885104829,3.70494294921405,9.68880687203792,4.88985762439807,10.9,0.0466284986792529,60.9918702030625,2165,263.666666666667,38.5,15.8,264.576999903542,68.0245265316667,2.344114741625,0,49.448952968503
2019-10-04,4.48095006855718,2.17373770728997,13.8448023255814,4.85968893360161,10.5,0.0466284986792529,61.9934573989904,2096.5,254,33.4333333333333,16.2333333333333,212.061004004167,64.2919037929167,4.11132925845833,0,35.9947029797425
2019-11-15,0,0,8.11327875989446,6.66568773087071,10.333,0.0466284986792529,0.0997864887437089,338,338,23.4,23.4,122.55129376875,59.47129935,3.52254772870833,0.000134,85.0779312991914
2020-05-14,8.94898168911752,8.00691644689256,8.76666666666667,4.88888888888889,11.2,0.0466284986792529,9.91764591718098,640,218.6,18.7,17.16,185.629457589583,79.7477901195833,3.300145996625,0.00208360004166667,21.3482127181395
2020-06-04,8.9476313741638,5.42201946334877,10.2,5.43333333333333,11.9,0.0466284986792529,68.2695233043259,999,342,31.1,17.7,304.455667970833,73.0330839708333,3.87459822679167,0.0042404,9.81577761347847
2020-06-25,7.39595586995699,2.81139747728222,10.9998694386694,5.07766461716937,12.2264132462704,0.0466284986792529,83.7523980421687,814,192.333333333333,39.15,13.3333333333333,274.080542883333,66.4841549854167,2.27246617720833,0,6.11124256464592
2020-07-02,6.20490923452619,3.13448288105663,11.3642446782178,5.50038279883382,12.099267544,0.0466284986792529,105.402088200968,765.5,216.333333333333,39.55,15.6,326.025169692083,68.2993083270833,2.29997305975,0,52.6607929577664
2020-08-06,3.64595718383466,2.1811653162369,12.5017750263435,4.03908699421965,11.1935729830986,0.0466284986792529,95.7939356626061,1442.66666666667,221.5,32.8333333333333,12.55,227.210665066667,78.3347244795833,2.141779211625,0.00442400004166667,3.93518968656119
2020-08-12,3.29631878973193,2.58516436969326,15.4804808917197,5.73311374207188,11.1111335347552,0.0466284986792529,109.257061991747,1161.33333333333,255.5,26,15,218.337957579583,75.0764601408333,2.05340854995833,0.007812799875,5.28879048004287
2020-09-03,3.70165127738753,2.52868800916358,12.6029804248862,5.02946109785203,11.05858415875,0.0466284986792529,91.0529455943596,1168.66666666667,340.5,23.8333333333333,21.85,261.965833626875,71.327082755,4.487731319625,0,3.18768513101343
2020-10-01,5.32092972370721,0.3,12.3289032804233,4.6850073878628,10.9936880615789,0.0466284986792529,22.0765022427996,1402.66666666667,320,27.1,17.75,214.376208941667,68.3272743270833,3.58280376483333,1.2e-05,3.75959550315257
2020-11-10,1.66532083612781,0.823471001503135,11.7831326395459,8.21973064516129,11.096771853,0.0466284986792529,8.1094545137048,335.5,263,15.125,15.6,140.1445837435,84.18500632875,3.224378064375,0.0007846,29.6703642833974
2021-03-08,0,0.3,5.61938068017366,11.7517819826339,11.2781264935821,0.0466284986792529,0.251932048358514,230.4,230.4,15.625,15.625,237.123751005833,44.2893888779167,2.903937699875,0,27.5867363235924
2021-04-05,2.18942637836865,10.25,9.00987091954023,10.0414191489362,11.2369529299194,0.0466284986792529,4.34026095778117,209.75,251,21.425,21.5,273.407709754167,53.1994828391667,3.23299956741667,0,6.98323182492941
2021-05-14,4.28873581490564,4.87321984271555,10.4550922077922,8.95233942307692,11.1101765513475,0.0466284986792529,30.6538842701136,211.666666666667,168,16.5333333333333,13.75,247.970249137083,49.9175979379167,1.453651979625,0,14.7577659616426
2021-06-15,3.7920358178006,0,14.1333333333333,8.165,11.199037798125,0.0466284986792529,87.8753339250522,387.666666666667,162.5,18.7,6.75,332.071250603333,62.0864001045833,3.82987373708333,0,2.82230438106467
2021-06-28,4.23117035872622,4.36551687196154,12.2500659292035,8.45777578125,11.1056256071831,0.0466284986792529,85.4808836817178,416.333333333333,172,25.1,10.7,304.467747522917,75.45413068125,3.178107269375,0,3.43997584920476
2021-07-26,4.65057627883307,2.58822067118729,11.1874519569472,4.73115895424836,10.9356638563889,0.0466284986792529,85.8935374342166,657.666666666667,266,27.1333333333333,12.75,227.105790614167,73.86230832125,2.34072872279167,0.0283652004583333,1.46470454539273
2021-08-23,5.09810540940814,3.18215000792129,12.7,5.35642857142857,10.8287001354745,0.0466284986792529,69.0615209577248,1018,390,24.45,19.05,297.870747724583,65.5696744604167,1.85925010083333,0,6.01248449304619
2021-09-21,4.46333641194734,4.32644971610652,17.0846153846154,7.4875,10.5201643809722,0.0466284986792529,40.613639380038,1342,365,29.4666666666667,19.65,88.9728329191667,92.260678625,4.42175622070833,0.0430308005833333,1.12517177908217
2021-10-26,8.15936209531524,8.12554227249722,13.1166666666667,8.435,10.533734527,0.0466284986792529,2.30206688278278,2150,354.333333333333,28,22.2333333333333,175.810458023333,67.7486844770833,7.66804181391667,0,5.92846328019828
2021-11-09,0.55,10.5,11.2181818181818,9.34,10.4121937760993,0.0466284986792529,0.717375708525296,360,276,18.1,21,149.25808334375,52.52385407625,3.32418197270833,0,44.9865002875047
2021-12-06,0,0,6.49090909090909,11.8490909090909,10.1382683042128,0.0466284986792529,0.288414870275374,296.75,296.75,21.05,21.05,63.0545004279167,79.20975736625,6.17149759395833,1.96e-05,2080.56324937102
