"year","nmds1","simpsonD","shannonD","C_R","box"
2014,0.0725803120899365,0.688692839745301,1.48386880998957,118.899240230291,"box2"
2015,0.198055161211537,0.631923865883956,1.35330361405565,165.313928698402,"box3"
2016,-0.399660838406214,0.742083972086994,1.58482705720621,183.191698430387,"box1"
2019,0.050512572590425,0.665375756768937,1.35836047434765,68.4226048437761,"box2"
2020,0.364437216463971,0.718327862368018,1.47425269335056,387.073498867046,"box3"
2021,-0.285924423949655,0.689048697495242,1.3892793971979,96.2471325627647,"box1"
