"Daphnia","Cyclopoida","Nauplii","Bosmina","Conochilus","Keratella","Kellicottia","Polyarthra","Trichocerca","Chydorus","Ascomorpha","Asplanchna","Lecane","Ceriodaphnia","Diaphanosoma","Calanoida","Collotheca","Conochiloides","Gastropus","Hexarthra","Lepadella","Monostyla","Synchaeta"
0.26683668049756,0.274378291255008,0.442882743755673,0.062087641954311,0.534098091154665,0.298522438450619,0.188682026249133,0.442882743755673,0,0,0.188682026249133,0,0,0,0,0.108588135723727,0,0,0,0,0,0,0
0.228505026054442,0.30471041267946,0.357482279065119,0.0934681018453686,0.178598999438879,0.33428011281506,0.218970291643664,0.644263279020329,0,0.0377118827852717,0.282569621904195,0,0,0,0,0.174572095414355,0,0,0,0,0,0,0
0,0.197415673615101,0.219415253902542,0.104900555515475,0.379434652690737,0.60032086789413,0.245079968047561,0.154409436842938,0,0.0370879470776142,0,0.548015468477823,0.109183959870837,0,0,0,0,0,0,0,0,0,0
0.183755908112457,0.236862610185517,0.44605048925098,0.0789542033951723,0,0.710953265309714,0.276339711883103,0.175069559459521,0,0.126901127275908,0.276339711883103,0,0,0,0,0,0,0,0,0,0,0,0
0.136267533109359,0.356741492895939,0.377107603911053,0,0,0.77786403938485,0.326931274079147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0373085355437381,0.209630909728933,0.364457937747764,0,0,0.64957884393503,0.405029034258244,0.279547400017656,0,0,0.395339724431106,0,0,0,0,0.0373085355437381,0,0,0,0,0,0,0
0.0496240741771953,0.147487334547196,0.171902835506937,0,0.736879906576778,0.466615849402049,0.38801738836374,0.103631311208048,0,0,0.15561189732723,0,0,0,0,0,0,0,0,0,0,0,0
0.177313739658847,0.354389074262635,0.540609177339225,0,0.345697010775272,0.41563428559785,0.41563428559785,0.2577402186,0,0.0343981382265819,0,0.115557852649625,0,0.0343981382265819,0,0.0595793230942171,0,0,0,0,0,0,0
0.109042394977545,0.256619676830491,0.513536281284119,0,0.464272312859387,0.36291502734548,0,0.451285426958778,0,0,0.309405409320964,0.109042394977545,0,0,0,0,0,0,0,0,0,0,0
0.0787412036224905,0.33006964399177,0.72259496940817,0,0.151753844783434,0.357136530375443,0.284684338731902,0.340634535279869,0,0,0,0,0,0.109350283490977,0,0.0556784390402538,0,0,0,0,0,0,0
0,0.407309324859489,0.604653217654511,0,0,0.623624183109593,0.241018514881985,0,0,0,0,0,0,0.134961614350938,0,0.057288014796442,0,0,0,0,0,0,0
0.0707106781186548,0.219625349442288,0.51592293086103,0,0,0.709598063529422,0.402930442106911,0,0.0641688947919748,0,0.090748521297303,0,0,0.0485071250072666,0,0,0,0,0,0,0,0,0
0.0928762684020297,0.410130496341804,0.553930669570943,0,0.178995623266298,0.647760253223515,0.220624778000792,0,0.126569019014312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.405364879379698,0.675910012623898,0,0,0.395429828265404,0.395429828265404,0,0,0,0,0,0,0.257090395068019,0,0,0,0,0,0,0,0,0
0.121428174293643,0.344549787063634,0.545127931083738,0,0,0.344549787063634,0.298705461518568,0,0,0,0,0,0,0.601196035389343,0,0,0,0,0,0,0,0,0
0,0.397435502963239,0.547618060211931,0,0.244746401854875,0.244746401854875,0.244746401854875,0.244746401854875,0.173612117933407,0,0,0,0,0.516791675645794,0,0.0730853796619799,0,0,0,0,0,0,0
0.278995293549029,0.234589484159743,0.394558927975299,0.111331242304837,0,0.278995293549029,0.241873369394014,0.462795283540174,0,0,0.522189813467329,0,0,0.244928733070641,0,0.125956922226677,0,0,0,0,0,0,0
0.268635344758667,0.203069233026723,0.304603849540086,0,0,0.393241878819807,0.75981549578096,0.101534616513362,0,0,0,0,0,0.101534616513362,0,0.175863114528165,0,0,0,0,0,0,0.101534616513362
0.326164036526721,0.303642193313584,0.453512688758813,0,0.0842151921066519,0.505291152639912,0.445624909855461,0.119098266835083,0,0,0,0,0,0,0,0.119098266835083,0,0,0.315104395624441,0,0,0,0.0842151921066519
0.434057366141215,0.19034674690672,0.434057366141215,0,0,0.571040240720161,0.466252404120157,0.17025130615175,0,0,0,0,0,0,0,0,0,0.0851256530758749,0.0851256530758749,0,0,0,0
0.230428611792771,0.133038021047548,0.420703161911671,0,0,0.431092458719242,0.740724352489968,0.0940720868383597,0.0940720868383597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.115087067529687,0.269903097646554,0.640777673214404,0,0,0.140952295720482,0.666114561672032,0.162757691754232,0,0,0,0,0,0,0,0.115087067529687,0,0,0,0,0,0,0
0.137175815292184,0.163956458945988,0.237595481655745,0,0.213773068301839,0.171958984857199,0.77424954994588,0,0.0898026510133874,0,0,0,0,0,0,0.0733235575106767,0,0.0733235575106767,0.446009788214111,0,0,0,0.0733235575106767
0.0622329655528175,0.116871272001615,0.241522670812477,0,0.143276608039251,0.0989239719065975,0.936409503154713,0.0440958049842961,0.0252491844842371,0,0,0.0972994941364947,0,0,0,0.0252491844842371,0.0572995181756624,0,0.0178538695682342,0,0,0,0.0258727150290609
0.099503719020999,0.1861544126432,0.450522249206078,0,0.344690993772856,0.222497079744993,0.633237790257262,0.121866669555358,0.099503719020999,0,0,0,0,0.099503719020999,0,0.099503719020999,0,0,0.3723088252864,0,0,0,0
0.103975048982007,0.164398987305357,0.482112468654807,0,0.636714539967013,0.220564386628143,0.459141384336907,0.127342907993403,0.103975048982007,0,0,0,0,0,0,0.0735214622093808,0,0.0735214622093808,0.147042924418762,0,0,0,0.0735214622093808
0.0583211843519804,0.250848898877446,0.72021349820258,0.0412393049421161,0.179757962744542,0.184427778390829,0.520007849234323,0.179757962744542,0.0714285714285715,0,0,0,0.0412393049421161,0.0583211843519804,0,0.142857142857143,0,0,0.0922138891954147,0,0.0412393049421161,0.0412393049421161,0.0412393049421161
0.114230625597676,0.2258501797151,0.714200977858073,0,0.124181782340419,0.157832290829443,0.562784131481767,0.188645669476136,0.0344418295159145,0,0,0.0843649081219196,0,0,0,0.146124307243045,0.0487081024143483,0,0,0,0,0.0344418295159145,0
0.192450089729875,0.243432247780074,0.516397779494322,0.086066296582387,0,0.704482999295438,0.227710017021324,0,0.086066296582387,0,0,0,0,0.192450089729875,0,0,0,0.149071198499986,0,0,0,0,0.121716123890037
0.132453235706504,0.374634324632678,0.408248290463863,0.162221421130763,0,0.495594627783352,0,0.0936585811581695,0.209426954145848,0,0,0,0,0.521468910445679,0,0.0936585811581695,0,0,0.247797313891676,0,0,0,0.0936585811581695
0.0803219328902499,0.461414375379064,0.439941345064061,0.24096579867075,0.41736500618415,0.179605302026775,0.0803219328902499,0,0,0,0,0,0,0.425023718503241,0,0.266397713833065,0.0803219328902499,0.196747750735186,0.139121668728051,0,0,0,0
0.110431526074847,0.258984885141406,0.349215147884789,0.512049921346757,0.563092506371473,0.206598467635334,0,0.27050089040023,0,0,0,0,0,0.078086880944303,0,0.220863052149693,0,0,0.220863052149693,0,0,0,0
0.352864873112984,0.330074864754062,0.532960310536351,0,0.427643984444897,0,0.0882162182782462,0.491167116353254,0,0,0,0,0,0,0,0,0,0.165037432377031,0.152794972109509,0,0,0,0
0.41943524640393,0.333333333333334,0.693888666488711,0,0,0.0962250448649375,0.0962250448649375,0.254587538608657,0.0962250448649375,0,0,0,0,0,0,0,0,0,0.372677996249965,0,0,0,0
0.204598301841142,0.215665546406877,0.646996639220631,0,0.505780538858873,0.272797735788189,0.226191933316983,0.0681994339470473,0.0681994339470473,0,0,0,0,0,0,0,0,0,0.319883699796268,0,0,0,0
0.25298221281347,0.33466401061363,0.657267069006199,0,0,0.4,0.236643191323985,0,0,0,0,0,0,0,0,0.0894427190999916,0.0894427190999916,0,0.4,0,0,0,0
0.234082294392261,0.185058302549401,0.437927872962898,0.202721213519846,0.579324122021658,0.453298413911625,0.143345544770249,0,0.165521177720473,0,0,0,0,0.234082294392261,0,0,0.11704114719613,0.0827605888602368,0.0827605888602368,0,0,0,0.0827605888602368
0.184637236468999,0.256444971116284,0.502652538507551,0,0,0.73378671290688,0.0777463016963903,0,0.129161856984973,0,0,0,0,0.21320071635561,0,0.0777463016963903,0,0,0.169622404636707,0,0,0.0777463016963903,0
0.0949459495222721,0.3460821356341,0.528185747130368,0.134864067074605,0.0949459495222721,0.508456738996232,0.0949459495222721,0.0552979302120726,0.123005916533167,0,0,0,0,0.387341910473664,0,0,0,0.285116554943245,0.145214764218763,0,0,0.163967527472746,0
0,0.401609664451249,0.508000508000762,0.12700012700019,0.508000508000762,0.179605302026775,0,0,0.163956458945988,0,0,0,0,0.283980917123532,0,0.0733235575106766,0,0.401609664451249,0,0,0,0,0
0.0916698497028211,0.330520343517599,0.534522483824849,0.317553674414978,0,0.0916698497028211,0,0.0916698497028211,0.510396122321351,0,0,0,0,0.224544356569536,0,0,0,0.409960030845394,0,0,0,0,0
0.081923192051904,0.806849869188436,0.317287158485176,0.183185826361828,0,0.115856889272698,0,0.271708489664391,0,0,0,0,0,0,0,0.183185826361828,0,0.163846384103808,0.163846384103808,0,0,0,0.183185826361828
0.217186121381535,0.388514344942906,0.336463292455226,0.137360563948689,0.363421892155815,0.168231646227613,0.274721127897378,0.291385758707179,0,0,0,0.574620465390229,0.0971285862357264,0,0,0,0,0.0971285862357264,0,0,0,0,0
0,0.178964995881568,0.421824540609598,0,0.672277692158282,0.0596549986271894,0.0596549986271894,0.553217698617874,0,0,0,0.157832290829443,0,0,0,0,0,0,0,0,0,0,0
0.236273660653165,0.406261668988499,0.593246784713423,0.0492664639082147,0.482710792025478,0.406261668988499,0,0,0,0,0,0,0,0.0985329278164294,0,0,0.0985329278164294,0.0696733014291618,0.0492664639082147,0,0,0,0
0.280175469153455,0.444918215439686,0.650544534314353,0,0.340647846949602,0.369484466968584,0.0584206237836987,0,0.101187488603233,0,0,0,0,0.0826192384772028,0,0.0584206237836987,0,0.143100718725165,0,0,0.0584206237836987,0,0
0.118262479197817,0.323875137815648,0.473049916791266,0,0,0.784464540552736,0,0,0,0,0,0,0,0.14484136487558,0,0,0,0,0.14484136487558,0,0,0,0
0.139346602858323,0.414150981646434,0.602046133552543,0.127205462828696,0.22755204959543,0.577350269189626,0.0985329278164292,0.0804517986709129,0.0985329278164292,0,0,0,0,0.0568880123988574,0,0.0568880123988574,0,0.113776024797715,0,0,0,0,0
0.144999886718883,0.316019926516228,0.703847134281491,0.140395536616049,0.0724999433594414,0.567401806008084,0.0724999433594414,0.0724999433594414,0.120227554722643,0,0,0,0,0,0,0,0,0.0887939338056565,0.0627867927222091,0,0,0,0
0.120824418666035,0.5403432269583,0.754548252727041,0.120824418666035,0,0.241648837332071,0.147979087100097,0.0854357657716761,0,0,0,0,0,0.0854357657716761,0,0,0,0.120824418666035,0,0,0,0,0
0,0.287479787288034,0.21320071635561,0.352089395109765,0,0.680301343049808,0.231773614254217,0,0.0909090909090909,0,0,0,0,0.240522846460418,0,0,0,0.406557814090871,0,0,0,0,0
0.0811107105653813,0.506536225129478,0.584897651865601,0.344123600805843,0,0.229415733870562,0.181369062527503,0.114707866935281,0.229415733870562,0,0,0,0,0.140487871737254,0,0.198679853559757,0,0.256494588021288,0,0,0,0,0
0,0.219264504826757,0.196116135138184,0.45467655452065,0.608434308444476,0.332531085880588,0.120096115353815,0.120096115353815,0,0,0,0,0,0,0,0.0980580675690921,0,0.302235262413495,0.302235262413495,0.0693375245281537,0,0,0
0,0.514495755427527,0.309173471200421,0.477431855316115,0,0.342997170285017,0.373772500798201,0.257247877713763,0,0,0,0,0,0,0,0.171498585142509,0,0,0.242535625036333,0,0,0,0
0.0663723311599972,0.0938646508927864,0.104943870040278,0.0812891721905106,0,0.816946069858512,0.476311081853063,0.14079697633918,0.0469323254463932,0,0,0.220132118918925,0,0,0,0,0,0,0.0663723311599972,0,0,0,0
0.208514414057074,0.259217429756041,0.417028828114149,0.0889108448948773,0.685824854627839,0.140580389278883,0.453358133089001,0.0889108448948773,0,0,0,0,0,0,0,0,0,0,0.0628694613461931,0,0,0,0
0.0783260449987958,0.375638515701635,0.726365859579861,0,0.0783260449987958,0.322946556766917,0.13566468949384,0.406994068481521,0,0,0.0783260449987958,0,0,0.13566468949384,0,0,0,0,0.0783260449987958,0,0,0,0
0.078086880944303,0.634380819689754,0.589543022696186,0.078086880944303,0.427699461384151,0,0,0.110431526074846,0,0,0,0,0.078086880944303,0,0,0,0,0.174607573942394,0.078086880944303,0,0,0,0
0,0.493435163795169,0.582349066095764,0,0.0932504808240314,0.361157559257308,0,0.0932504808240314,0.16151457061745,0,0,0,0,0,0,0.0932504808240314,0,0.456832192576129,0.16151457061745,0,0,0,0
0.0722629373529924,0.135191576668403,0.604595110831849,0,0.719007148346501,0.177007323829538,0,0.0885036619147692,0,0,0.0722629373529924,0,0,0.0722629373529924,0,0.0510976130307596,0,0.204390452123038,0,0,0,0,0
0.123403510468459,0.377003951829992,0.310558690922688,0.773941064664232,0.213741149963729,0.236299732229592,0,0,0.0712470499879097,0,0,0,0,0.0712470499879097,0,0.188501975914996,0,0,0,0,0,0,0
