"year","nmds1","simpsonD","shannonD"
2014,0.0725803120899365,0.688692839745301,1.48386880998957
2015,0.198055161211537,0.631923865883956,1.35330361405565
2016,-0.399660838406214,0.742083972086994,1.58482705720621
2019,0.050512572590425,0.665375756768937,1.35836047434765
2020,0.364437216463971,0.718327862368018,1.47425269335056
2021,-0.285924423949655,0.689048697495242,1.3892793971979
