"time","Q_m3pd"
2016-08-23,78753.4470449544
2016-08-24,55127.4129314681
2016-08-25,38589.1890520277
2016-08-26,27012.4323364194
2016-08-27,18908.7026354936
2016-08-28,13236.0918448455
2016-08-29,9265.26429139184
2016-08-30,6485.68500397429
2016-08-31,239490.438724361
2016-09-01,289104.287907053
2016-09-02,202373.001534937
2016-09-03,141661.101074456
2016-09-04,99162.7707521191
2016-09-05,69413.9395264834
2016-09-06,48589.7576685384
2016-09-07,34012.8303679769
2016-09-08,23808.9812575838
2016-09-09,16666.2868803087
2016-09-10,11666.4008162161
2016-09-11,8166.48057135124
2016-09-12,5716.53639994587
2016-09-13,4001.57547996211
2016-09-14,2801.10283597348
2016-09-15,1960.77198518143
2016-09-16,1372.540389627
2016-09-17,960.778272738903
2016-09-18,76530.7675951804
2016-09-19,162562.046116626
2016-09-20,113793.432281638
2016-09-21,79655.4025971469
2016-09-22,55758.7818180028
2016-09-23,39031.147272602
2016-09-24,27321.8030908214
2016-09-25,20252.6472403625
2016-09-26,430720.354423698
2016-09-27,301504.248096589
2016-09-28,692467.991146922
2016-09-29,878933.433002846
2016-09-30,1035877.68390199
2016-10-01,725114.378731394
2016-10-02,507580.065111976
2016-10-03,355306.045578383
2016-10-04,248714.231904868
2016-10-05,174099.962333408
2016-10-06,184276.783409115
2016-10-07,1359716.56118638
2016-10-08,1448269.66083047
2016-10-09,1013788.76258133
2016-10-10,709652.133806928
2016-10-11,496756.49366485
2016-10-12,347729.545565395
2016-10-13,243410.681895776
2016-10-14,170387.477327044
2016-10-15,119271.23412893
2016-10-16,83489.8638902513
2016-10-17,58442.9047231759
2016-10-18,40910.0333062232
2016-10-19,28637.0233143562
2016-10-20,20045.9163200493
2016-10-21,53689.3438505131
2016-10-22,37582.5406953592
2016-10-23,26307.7784867514
2016-10-24,18415.444940726
2016-10-25,12890.8114585082
2016-10-26,9023.56802095573
2016-10-27,6316.49761466901
2016-10-28,4421.54833026831
2016-10-29,3095.08383118782
2016-10-30,2166.55868183147
2016-10-31,1516.59107728203
2016-11-01,1061.61375409742
2016-11-02,743.129627868195
2016-11-03,9932.27684424648
2016-11-04,6952.59379097254
2016-11-05,4866.81565368077
2016-11-06,3406.77095757654
2016-11-07,2384.73967030358
2016-11-08,1669.31776921251
2016-11-09,6932.68020225236
2016-11-10,4852.87614157665
2016-11-11,3397.01329910365
2016-11-12,2377.90930937256
2016-11-13,1664.53651656079
2016-11-14,1165.17556159255
2016-11-15,815.622893114787
2016-11-16,570.936025180351
2016-11-17,399.655217626246
2016-11-18,279.758652338372
2016-11-19,3112.98768352223
2016-11-20,2179.09137846556
2016-11-21,1525.36396492589
2016-11-22,1067.75477544812
2016-11-23,747.428342813687
2016-11-24,523.199839969581
2016-11-25,366.239887978706
2016-11-26,256.367921585095
2016-11-27,179.457545109566
2016-11-28,31984.5373339271
2016-11-29,248033.622933749
2016-11-30,412726.722053624
2016-12-01,288908.705437537
2016-12-02,202236.093806276
2016-12-03,141565.265664393
2016-12-04,219352.409987435
2016-12-05,166166.706591205
2016-12-06,690657.936623843
2016-12-07,483460.55563669
2016-12-08,338422.388945683
2016-12-09,236895.672261978
2016-12-10,165826.970583385
2016-12-11,119659.406488428
2016-12-12,134619.477856381
2016-12-13,99897.1028994668
2016-12-14,69927.9720296268
2016-12-15,48949.5804207387
2016-12-16,34264.7062945171
2016-12-17,29146.2677967362
2016-12-18,53052.7962577153
2016-12-19,37136.9573804007
2016-12-20,25995.8701662805
2016-12-21,18197.1091163964
2016-12-22,12737.9763814775
2016-12-23,14328.5453662859
2016-12-24,238884.1177564
2016-12-25,167218.88242948
2016-12-26,123843.669745486
2016-12-27,90499.5380218399
2016-12-28,127787.258615288
2016-12-29,137649.264630702
2016-12-30,96354.4852414911
2016-12-31,67448.1396690438
2017-01-01,81466.2300035126
2017-01-02,138628.956602459
2017-01-03,240393.221221721
2017-01-04,170487.687655205
2017-01-05,119341.381358643
2017-01-06,207766.273870343
2017-01-07,199481.411276369
2017-01-08,139636.987893458
2017-01-09,97745.8915254209
2017-01-10,88008.6636870287
2017-01-11,75187.082532438
2017-01-12,74590.3797574548
2017-01-13,121860.693035196
2017-01-14,121950.825941548
2017-01-15,143769.002984489
2017-01-16,109227.472974297
2017-01-17,192566.022518023
2017-01-18,142027.700081954
2017-01-19,103805.936697785
2017-01-20,230006.275300565
2017-01-21,295285.408390476
2017-01-22,498975.925243564
2017-01-23,950992.138470495
2017-01-24,665694.496929347
2017-01-25,465986.147850543
2017-01-26,330120.727244964
2017-01-27,231084.509071475
2017-01-28,161759.156350032
2017-01-29,145984.604350419
2017-01-30,103154.608645294
2017-01-31,72208.2260517055
2017-02-01,51349.0778933265
2017-02-02,37406.0509188395
2017-02-03,26184.2356431877
2017-02-04,18328.9649502314
2017-02-05,12830.275465162
2017-02-06,9622.34281656403
2017-02-07,27612.3925017277
2017-02-08,107709.230206045
2017-02-09,75396.4611442315
2017-02-10,52777.5228009621
2017-02-11,36944.2659606734
2017-02-12,25860.9861724714
2017-02-13,18102.69032073
2017-02-14,29968.739656785
2017-02-15,50082.4233597495
2017-02-16,35057.6963518247
2017-02-17,24540.3874462773
2017-02-18,17178.2712123941
2017-02-19,12024.7898486759
2017-02-20,8417.3528940731
2017-02-21,5892.14702585117
2017-02-22,86736.0988489904
2017-02-23,60715.2691942933
2017-02-24,42500.6884360053
2017-02-25,36313.3979736919
2017-02-26,25419.3785815843
2017-02-27,17793.565007109
2017-02-28,84068.3135268969
2017-03-01,158499.911468828
2017-03-02,110949.93802818
2017-03-03,77664.9566197257
2017-03-04,54365.469633808
2017-03-05,38055.8287436656
2017-03-06,26639.0801205659
2017-03-07,77259.1861044069
2017-03-08,54081.4302730848
2017-03-09,37857.0011911594
2017-03-10,26499.9008338116
2017-03-11,18549.9305836681
2017-03-12,12984.9514085677
2017-03-13,134361.363905157
2017-03-14,99857.2539336098
2017-03-15,69900.0777535269
2017-03-16,48930.0544274688
2017-03-17,158219.238584192
2017-03-18,140906.211251397
2017-03-19,105265.130781109
2017-03-20,97843.4300780341
2017-03-21,98066.6628120048
2017-03-22,68693.7920396366
2017-03-23,48085.6544277456
2017-03-24,45976.9591926274
2017-03-25,70551.3989620053
2017-03-26,126507.363744232
2017-03-27,176236.829388724
2017-03-28,230424.941040697
2017-03-29,161971.376328488
2017-03-30,121907.173029942
2017-03-31,440405.697120959
2017-04-01,308283.987984671
2017-04-02,215798.79158927
2017-04-03,427599.071974051
2017-04-04,300612.705581836
2017-04-05,325508.632307285
2017-04-06,259889.193015099
2017-04-07,182433.45751057
2017-04-08,127703.420257399
2017-04-09,89392.3941801791
2017-04-10,62574.6759261254
2017-04-11,43802.2731482878
2017-04-12,30661.5912038014
2017-04-13,21463.113842661
2017-04-14,15024.1796898627
2017-04-15,140373.791187149
2017-04-16,98261.6538310042
2017-04-17,115846.923545392
2017-04-18,94412.6616817746
2017-04-19,110940.067977242
2017-04-20,160543.91958407
2017-04-21,152583.714908849
2017-04-22,360592.784436194
2017-04-23,781350.100705336
2017-04-24,1204792.70489374
2017-04-25,899304.219025614
2017-04-26,629512.95331793
2017-04-27,491679.649845628
2017-04-28,344175.75489194
2017-04-29,240923.028424358
2017-04-30,168646.11989705
2017-05-01,182592.801018593
2017-05-02,127814.960713015
2017-05-03,89470.4724991106
2017-05-04,1053203.69961782
2017-05-05,739561.258532478
2017-05-06,520132.495372734
2017-05-07,364092.746760914
2017-05-08,254864.92273264
2017-05-09,382341.856244546
2017-05-10,268390.578571182
2017-05-11,263914.409799828
2017-05-12,550110.751659879
2017-05-13,385077.526161916
2017-05-14,273828.555978798
2017-05-15,191679.989185159
2017-05-16,134175.992429611
2017-05-17,93923.1947007278
2017-05-18,65746.2362905095
2017-05-19,63358.6056259378
2017-05-20,303326.607138156
2017-05-21,467159.36979671
2017-05-22,327485.534857697
2017-05-23,754835.674400388
2017-05-24,1122504.08168027
2017-05-25,802123.00757619
2017-05-26,561486.105303333
2017-05-27,393040.273712333
2017-05-28,275128.191598633
2017-05-29,192589.734119043
2017-05-30,134812.81388333
2017-05-31,136578.123510653
2017-06-01,95985.5016574574
2017-06-02,67189.8511602202
2017-06-03,47032.8958121541
2017-06-04,144804.071374775
2017-06-05,345653.893962342
2017-06-06,241957.72577364
2017-06-07,186302.998712014
2017-06-08,130412.09909841
2017-06-09,91288.4693688867
2017-06-10,63901.9285582207
2017-06-11,44731.3499907545
2017-06-12,31311.9449935281
2017-06-13,200312.896650748
2017-06-14,239366.634855524
2017-06-15,633595.997998867
2017-06-16,597933.683009207
2017-06-17,608567.832506445
2017-06-18,430378.219554511
2017-06-19,481092.337688158
2017-06-20,336764.636381711
2017-06-21,235735.245467197
2017-06-22,191200.724628609
2017-06-23,174273.384040026
2017-06-24,121991.368828018
2017-06-25,85393.9581796128
2017-06-26,59775.7707257289
2017-06-27,41843.0395080103
2017-06-28,29290.1276556072
2017-06-29,20503.089358925
2017-06-30,16294.2529865339
2017-07-01,11405.9770905737
2017-07-02,7984.18396340162
2017-07-03,5588.92877438114
2017-07-04,77472.1698207113
2017-07-05,182573.413274498
2017-07-06,160345.562773149
2017-07-07,115538.478741204
2017-07-08,80876.9351188428
2017-07-09,56613.8545831899
2017-07-10,39629.698208233
2017-07-11,27740.7887457631
2017-07-12,19418.5521220342
2017-07-13,64396.9144891577
2017-07-14,45077.8401424104
2017-07-15,31554.4880996873
2017-07-16,22088.1416697811
2017-07-17,15461.6991688468
2017-07-18,229198.332232422
2017-07-19,160438.832562696
2017-07-20,112307.182793887
2017-07-21,78615.0279557208
2017-07-22,55030.5195690046
2017-07-23,520500.943222584
2017-07-24,364350.660255809
2017-07-25,255045.462179066
2017-07-26,178531.823525346
2017-07-27,153229.990081777
2017-07-28,213786.826657244
2017-07-29,171949.987460071
2017-07-30,120364.99122205
2017-07-31,84255.4938554347
2017-08-01,58978.8456988043
2017-08-02,172708.45869021
2017-08-03,123904.306683147
2017-08-04,108629.071478203
2017-08-05,76040.350034742
2017-08-06,53228.2450243194
2017-08-07,366449.001151209
2017-08-08,256514.300805846
2017-08-09,179560.010564092
2017-08-10,125692.007394865
2017-08-11,111739.298858065
2017-08-12,86211.3596006453
2017-08-13,60347.9517204517
2017-08-14,60944.1455135759
2017-08-15,63923.9017405031
2017-08-16,44746.7312183522
2017-08-17,67395.3799804149
2017-08-18,47716.1179862904
2017-08-19,33401.2825904033
2017-08-20,23380.8978132823
2017-08-21,106053.446165916
2017-08-22,74237.4123161412
2017-08-23,51966.1886212989
2017-08-24,36376.3320349092
2017-08-25,25463.4324244364
2017-08-26,17824.4026971055
2017-08-27,13061.5078614388
2017-08-28,9143.05550300713
2017-08-29,188479.881216454
2017-08-30,157533.889651518
2017-08-31,110273.722756062
2017-09-01,513500.9269822
2017-09-02,414928.17768754
2017-09-03,290449.724381278
2017-09-04,203314.807066895
2017-09-05,179804.792489747
2017-09-06,373456.431542823
2017-09-07,261419.502079976
2017-09-08,182993.651455983
2017-09-09,128095.556019188
2017-09-10,89666.8892134318
2017-09-11,71596.0363501773
2017-09-12,485428.224645124
2017-09-13,339799.757251587
2017-09-14,246380.907515204
2017-09-15,172466.635260643
2017-09-16,120726.64468245
2017-09-17,88176.6495526573
2017-09-18,61723.6546868601
2017-09-19,43206.5582808021
2017-09-20,54977.9438759167
2017-09-21,38484.5607131417
2017-09-22,26939.1924991992
2017-09-23,18857.4347494394
2017-09-24,13200.2043246076
2017-09-25,9240.14302722531
2017-09-26,6468.10011905772
2017-09-27,4527.6700833404
2017-09-28,3169.36905833828
2017-09-29,2218.5583408368
2017-09-30,1552.99083858576
2017-10-01,1087.09358701003
2017-10-02,760.965510907022
2017-10-03,532.675857634915
2017-10-04,372.873100344441
2017-10-05,261.011170241108
2017-10-06,182.707819168776
2017-10-07,13926.2274607706
2017-10-08,518006.048271935
2017-10-09,468388.049790354
2017-10-10,600010.675653248
2017-10-11,456128.802557274
2017-10-12,359708.873790091
2017-10-13,265131.281253064
2017-10-14,185591.896877145
2017-10-15,137509.727598981
2017-10-16,101715.160519287
2017-10-17,71200.6123635006
2017-10-18,49840.4286544505
2017-10-19,34888.3000581153
2017-10-20,24421.8100406807
2017-10-21,17095.2670284765
2017-10-22,11966.6869199336
2017-10-23,699854.562083901
2017-10-24,489898.193458731
2017-10-25,343555.684848646
2017-10-26,240488.979394053
2017-10-27,168342.285575837
2017-10-28,251487.477281961
2017-10-29,293224.990097373
2017-10-30,205257.493068161
2017-10-31,143680.245147713
2017-11-01,100576.171603399
2017-11-02,70403.3201223792
2017-11-03,72340.3663989333
2017-11-04,154883.829679253
2017-11-05,108418.680775477
2017-11-06,89275.761789964
2017-11-07,87668.5136529748
2017-11-08,106794.473157082
2017-11-09,107718.438009958
2017-11-10,75402.9066069704
2017-11-11,52782.0346248793
2017-11-12,85457.0023403547
2017-11-13,59819.9016382483
2017-11-14,41873.9311467738
2017-11-15,29311.7518027417
2017-11-16,20518.2262619192
2017-11-17,14362.7583833434
2017-11-18,41989.4629437498
2017-11-19,29392.6240606249
2017-11-20,20574.8368424374
2017-11-21,14402.3857897062
2017-11-22,10081.6700527943
2017-11-23,7057.16903695603
2017-11-24,4940.01832586922
2017-11-25,3458.01282810846
2017-11-26,2420.60897967592
2017-11-27,1694.42628577314
2017-11-28,1186.0984000412
2017-11-29,830.26888002884
2017-11-30,581.188216020188
2017-12-01,406.831751214132
2017-12-02,284.782225849892
2017-12-03,199.347558094925
2017-12-04,139.543290666447
2017-12-05,31442.0507954599
2017-12-06,22009.4355568219
2017-12-07,15406.6048897753
2017-12-08,14322.9793857879
2017-12-09,84402.7263700515
2017-12-10,59081.9084590361
2017-12-11,41357.3359213252
2017-12-12,36592.8710364174
2017-12-13,25615.0097254922
2017-12-14,17930.5068078445
2017-12-15,12551.3547654912
2017-12-16,8785.94833584382
2017-12-17,23865.5208717124
2017-12-18,25819.2077232226
2017-12-19,34303.9742240023
2017-12-20,32924.1039772517
2017-12-21,23662.3538691878
2017-12-22,38950.72487173
2017-12-23,112743.568757901
2017-12-24,93366.8458294076
2017-12-25,65356.7920805853
2017-12-26,45749.7544564097
2017-12-27,32024.8281194868
2017-12-28,22417.3796836408
2017-12-29,15692.1657785485
2017-12-30,10984.516044984
2017-12-31,7711.67017337282
2018-01-01,5398.16912136098
2018-01-02,3778.71838495268
2018-01-03,2645.10286946688
2018-01-04,1851.57200862682
2018-01-05,1296.10040603877
2018-01-06,907.27028422714
2018-01-07,635.089198958998
2018-01-08,38353.9463344355
2018-01-09,26847.7624341048
2018-01-10,22385.4498067345
2018-01-11,255678.594010693
2018-01-12,400479.56763388
2018-01-13,280335.697343716
2018-01-14,196234.988140601
2018-01-15,137364.491698421
2018-01-16,102572.993040839
2018-01-17,142761.771684922
2018-01-18,99933.2401794454
2018-01-19,69953.2681256118
2018-01-20,48967.2876879282
2018-01-21,38589.3237837112
2018-01-22,174710.790741012
2018-01-23,126491.260777582
2018-01-24,88543.8825443073
2018-01-25,61980.7177810151
2018-01-26,43386.5024467106
2018-01-27,49764.5590773069
2018-01-28,302310.271498384
2018-01-29,252897.775648869
2018-01-30,177028.442954208
2018-01-31,123919.910067946
2018-02-01,98921.8579005774
2018-02-02,69245.3005304042
2018-02-03,48471.7103712829
2018-02-04,388996.642702623
2018-02-05,272297.649891836
2018-02-06,280672.100502354
2018-02-07,510512.46258012
2018-02-08,357358.723806084
2018-02-09,250151.106664259
2018-02-10,795930.03958289
2018-02-11,867781.122404829
2018-02-12,620064.182172272
2018-02-13,458692.496720591
2018-02-14,330308.629302617
2018-02-15,263874.409003419
2018-02-16,224749.785943339
2018-02-17,204254.93138934
2018-02-18,186731.637718549
2018-02-19,186094.974269
2018-02-20,167703.798245545
2018-02-21,164318.720994613
2018-02-22,156620.959217291
2018-02-23,111935.458830343
2018-02-24,84031.6371812403
2018-02-25,89023.6788268682
2018-02-26,72551.7327788078
2018-02-27,50786.2129451654
2018-02-28,45326.0992557202
2018-03-01,182860.147879004
2018-03-02,128002.103515303
2018-03-03,89601.4724607121
2018-03-04,62721.0307224984
2018-03-05,43904.7215057489
2018-03-06,30733.3050540242
2018-03-07,32320.6739771322
2018-03-08,26787.8333839925
2018-03-09,18751.4833687948
2018-03-10,22804.2269945294
2018-03-11,35467.8884961706
2018-03-12,205286.529147319
2018-03-13,154658.473507285
2018-03-14,108260.931455099
2018-03-15,75782.6520185696
2018-03-16,53047.8564129987
2018-03-17,254413.556953856
2018-03-18,193316.76409619
2018-03-19,410685.619374471
2018-03-20,523714.731556786
2018-03-21,439536.50168975
2018-03-22,307675.551182825
2018-03-23,215372.885827978
2018-03-24,353717.814623714
2018-03-25,253139.503690201
2018-03-26,179573.970050225
2018-03-27,201786.367835158
2018-03-28,149981.725691459
2018-03-29,172838.941261386
2018-03-30,141127.040315496
2018-03-31,109867.690868453
2018-04-01,100480.484100696
2018-04-02,144357.261596596
2018-04-03,136896.449028473
2018-04-04,117457.313282356
2018-04-05,89622.1664525822
2018-04-06,94210.9618191258
2018-04-07,114744.319673388
2018-04-08,80321.0237713716
2018-04-09,68548.2887665712
2018-04-10,47983.8021365999
2018-04-11,33588.6614956199
2018-04-12,23512.0630469339
2018-04-13,16458.4441328538
2018-04-14,11520.9108929976
2018-04-15,693340.178527592
2018-04-16,491610.407369315
2018-04-17,344127.28515852
2018-04-18,240889.099610964
2018-04-19,168622.369727675
2018-04-20,118035.658809372
2018-04-21,82624.9611665607
2018-04-22,57837.4728165925
2018-04-23,414433.789046848
2018-04-24,1110710.28673279
2018-04-25,903280.624712955
2018-04-26,744373.238099069
2018-04-27,521061.266669348
2018-04-28,364742.886668544
2018-04-29,255320.020667981
2018-04-30,178724.014467586
2018-05-01,125106.810127311
2018-05-02,87574.7670891174
2018-05-03,61302.3369623821
2018-05-04,42911.6358736675
2018-05-05,31006.548394741
2018-05-06,65326.5874089233
2018-05-07,47835.3527862463
2018-05-08,33484.7469503724
2018-05-09,23439.3228652607
2018-05-10,34069.4294689595
2018-05-11,23848.6006282717
2018-05-12,16694.0204397902
2018-05-13,11685.8143078531
2018-05-14,11040.380226432
2018-05-15,403497.344888054
2018-05-16,606910.863821638
2018-05-17,758123.363075147
2018-05-18,760174.637352603
2018-05-19,591527.238146822
2018-05-20,414069.066702775
2018-05-21,354979.987902448
2018-05-22,381079.960331714
2018-05-23,266755.9722322
2018-05-24,186729.18056254
2018-05-25,130710.426393778
2018-05-26,246741.741496464
2018-05-27,281760.394247525
2018-05-28,225326.522373267
2018-05-29,239638.700861287
2018-05-30,246420.024202901
2018-05-31,269423.198542031
2018-06-01,188596.238979422
2018-06-02,143364.832367866
2018-06-03,107115.261057506
2018-06-04,74980.6827402541
2018-06-05,52486.4779181779
2018-06-06,36740.5345427245
2018-06-07,25718.3741799072
2018-06-08,18002.861925935
2018-06-09,26180.7940776881
2018-06-10,215644.208357685
2018-06-11,185930.91945038
2018-06-12,130151.643615266
2018-06-13,120118.421552689
2018-06-14,84082.895086882
2018-06-15,58858.0265608174
2018-06-16,41200.6185925722
2018-06-17,93943.7115188503
2018-06-18,65760.5980631952
2018-06-19,51814.7232942293
2018-06-20,36270.3063059605
2018-06-21,76594.9723031792
2018-06-22,100557.538212225
2018-06-23,75042.3239485578
2018-06-24,54903.8651639905
2018-06-25,103499.804014793
2018-06-26,257532.042810355
2018-06-27,197943.017967249
2018-06-28,141904.639777074
2018-06-29,99333.2478439519
2018-06-30,69533.2734907663
2018-07-01,54978.8581077814
2018-07-02,93648.9246754469
2018-07-03,65554.2472728129
2018-07-04,52767.28285737
2018-07-05,129275.794800159
2018-07-06,395226.936360111
2018-07-07,276658.855452078
2018-07-08,193661.198816455
2018-07-09,135562.839171518
2018-07-10,94893.9874200627
2018-07-11,108705.697130181
2018-07-12,76093.9879911266
2018-07-13,53265.7915937886
2018-07-14,37286.054115652
2018-07-15,26773.9733752253
2018-07-16,115659.877709866
2018-07-17,123856.197596906
2018-07-18,86699.3383178345
2018-07-19,60689.5368224842
2018-07-20,42482.6757757389
2018-07-21,234267.045456024
2018-07-22,346007.335819217
2018-07-23,458232.499873452
2018-07-24,479408.509911416
2018-07-25,596705.872937991
2018-07-26,417694.111056594
2018-07-27,295870.122062875
2018-07-28,207109.085444012
2018-07-29,228139.365687169
2018-07-30,235584.382381018
2018-07-31,210684.253266713
2018-08-01,324033.947686699
2018-08-02,436012.798580689
2018-08-03,363189.843806483
2018-08-04,254232.890664538
2018-08-05,177963.023465176
2018-08-06,135308.57435988
2018-08-07,118899.129251916
2018-08-08,111179.809676341
2018-08-09,77825.8667734387
2018-08-10,83369.0227173901
2018-08-11,62808.7871021731
2018-08-12,67502.6005715212
2018-08-13,57291.9396000648
2018-08-14,41186.8753200454
2018-08-15,28830.8127240318
2018-08-16,20181.5689068222
2018-08-17,15731.8489117594
2018-08-18,148196.946124195
2018-08-19,179759.799086937
2018-08-20,137478.048960856
2018-08-21,505681.798272599
2018-08-22,353977.258790819
2018-08-23,247784.081153573
2018-08-24,173448.856807501
2018-08-25,121414.199765251
2018-08-26,96029.3564282354
2018-08-27,68230.0638997648
2018-08-28,52950.8095298353
2018-08-29,37065.5666708847
2018-08-30,96093.2631926005
2018-08-31,73193.2530348204
2018-09-01,103865.681124374
2018-09-02,72705.976787062
2018-09-03,50894.1837509434
2018-09-04,35625.9286256604
2018-09-05,24938.1500379623
2018-09-06,22605.3373065584
2018-09-07,15823.7361145909
2018-09-08,299514.474127944
2018-09-09,376221.29108956
2018-09-10,273715.910162692
2018-09-11,664305.573913885
2018-09-12,502028.703339719
2018-09-13,360605.420337803
2018-09-14,359456.298646462
2018-09-15,402867.329852524
2018-09-16,1563001.09810677
2018-09-17,1153219.74067474
2018-09-18,839220.503272316
2018-09-19,587454.352290621
2018-09-20,411373.995102311
2018-09-21,287961.796571618
2018-09-22,1159199.45922092
2018-09-23,822516.495054645
2018-09-24,630070.479338251
2018-09-25,461560.510736776
2018-09-26,330750.066315743
2018-09-27,725119.29442102
2018-09-28,509573.660494714
2018-09-29,356701.5623463
2018-09-30,249691.09364241
2018-10-01,174783.765549687
2018-10-02,160870.502752091
2018-10-03,113263.111926463
2018-10-04,79284.1783485244
2018-10-05,84569.3889388838
2018-10-06,59328.7794572187
2018-10-07,99422.2280200531
2018-10-08,69595.5596140372
2018-10-09,105821.349439521
2018-10-10,573464.775007665
2018-10-11,1381318.97331537
2018-10-12,969921.315720756
2018-10-13,678944.921004529
2018-10-14,506876.264262756
2018-10-15,384934.28738393
2018-10-16,309052.789168751
2018-10-17,216336.952418125
2018-10-18,151435.866692688
2018-10-19,106286.859703058
2018-10-20,74400.8017921402
2018-10-21,52080.5612544982
2018-10-22,36456.3928781487
2018-10-23,25519.4750147041
2018-10-24,17863.6325102929
2018-10-25,12504.542757205
2018-10-26,405333.075982199
2018-10-27,288085.56038754
2018-10-28,253819.589071278
2018-10-29,177673.712349894
2018-10-30,124371.598644926
2018-10-31,87060.1190514483
2018-11-01,78009.3599555479
2018-11-02,243222.849568883
2018-11-03,170255.994698218
2018-11-04,140370.289498784
2018-11-05,104646.437849149
2018-11-06,142608.815294404
2018-11-07,99826.1707060829
2018-11-08,91063.1536980052
2018-11-09,190604.157069604
2018-11-10,133422.909948723
2018-11-11,93396.0369641058
2018-11-12,528017.72590619
2018-11-13,383686.498934333
2018-11-14,320233.854454033
2018-11-15,813982.708808823
2018-11-16,569787.896166176
2018-11-17,398851.527316323
2018-11-18,279196.069121426
2018-11-19,207084.032551483
2018-11-20,144958.822786038
2018-11-21,101471.175950227
2018-11-22,71029.8231651586
2018-11-23,49720.876215611
2018-11-24,423436.806279482
2018-11-25,302564.345974877
2018-11-26,211795.042182414
2018-11-27,148256.52952769
2018-11-28,103779.570669383
2018-11-29,74071.4547322096
2018-11-30,150124.850149399
2018-12-01,224033.29732899
2018-12-02,178421.73215045
2018-12-03,128798.089759232
2018-12-04,91510.0392314621
2018-12-05,64057.0274620235
2018-12-06,44839.9192234164
2018-12-07,31387.9434563915
2018-12-08,27043.410829817
2018-12-09,102414.202335179
2018-12-10,71689.9416346256
2018-12-11,50182.9591442379
2018-12-12,35128.0714009665
2018-12-13,24589.6499806766
2018-12-14,172480.81243979
2018-12-15,348550.003927625
2018-12-16,280897.167396569
2018-12-17,196858.686313487
2018-12-18,137801.080419441
2018-12-19,96460.7562936086
2018-12-20,706459.490372677
2018-12-21,680711.772490314
2018-12-22,476498.24074322
2018-12-23,333548.768520254
2018-12-24,233484.137964178
2018-12-25,163438.896574925
2018-12-26,114407.227602447
2018-12-27,282071.809651028
2018-12-28,696570.424726036
2018-12-29,498920.757923895
2018-12-30,360143.370393462
2018-12-31,303468.93125075
2019-01-01,230989.632341872
2019-01-02,252380.740009676
2019-01-03,202734.848554612
2019-01-04,282735.917867685
2019-01-05,215669.184617983
2019-01-06,157561.427443532
2019-01-07,115891.126562396
2019-01-08,91211.2340216767
2019-01-09,63847.8638151737
2019-01-10,44693.5046706216
2019-01-11,31285.4532694351
2019-01-12,200309.862274027
2019-01-13,211606.077023409
2019-01-14,148219.071574628
2019-01-15,103753.35010224
2019-01-16,72627.3450715677
2019-01-17,82709.3958689951
2019-01-18,64915.036313079
2019-01-19,347343.865124899
2019-01-20,243758.508787429
2019-01-21,170630.9561512
2019-01-22,119441.66930584
2019-01-23,249802.032838513
2019-01-24,243159.184705959
2019-01-25,170211.429294171
2019-01-26,119148.00050592
2019-01-27,83403.6003541439
2019-01-28,58382.5202479007
2019-01-29,60334.7306503378
2019-01-30,42234.3114552364
2019-01-31,29564.0180186655
2019-02-01,21169.9085359931
2019-02-02,14818.9359751952
2019-02-03,12209.9266759145
2019-02-04,24215.5259627275
2019-02-05,42100.0710293646
2019-02-06,68685.4066344019
2019-02-07,148920.83266202
2019-02-08,105308.512940456
2019-02-09,73715.959058319
2019-02-10,141982.092794193
2019-02-11,229383.981223438
2019-02-12,301619.552655126
2019-02-13,211133.686858588
2019-02-14,147793.580801012
2019-02-15,114174.197650143
2019-02-16,225533.650918369
2019-02-17,448093.149166858
2019-02-18,313665.204416801
2019-02-19,429051.678660985
2019-02-20,596577.170586689
2019-02-21,458139.680186593
2019-02-22,815179.607457233
2019-02-23,964533.578960373
2019-02-24,734376.707695936
2019-02-25,514063.695387155
2019-02-26,360638.729100215
2019-02-27,253996.948855446
2019-02-28,251410.875214983
2019-03-01,445728.019022016
2019-03-02,319658.939704149
2019-03-03,449113.101701356
2019-03-04,314379.17119095
2019-03-05,220065.419833665
2019-03-06,154045.793883565
2019-03-07,107832.055718496
2019-03-08,127797.47237284
2019-03-09,219399.015237945
2019-03-10,179765.274948004
2019-03-11,136257.778321955
2019-03-12,102779.155103507
2019-03-13,83052.4095916129
2019-03-14,80568.6665766772
2019-03-15,80702.4186523628
2019-03-16,61305.8065906016
2019-03-17,47967.0509951619
2019-03-18,38206.7322538696
2019-03-19,29672.4061706596
2019-03-20,60033.5963095295
2019-03-21,60363.9226294137
2019-03-22,48594.3176693365
2019-03-23,39780.8404964209
2019-03-24,41321.4972041202
2019-03-25,121123.764907256
2019-03-26,91877.7675112501
2019-03-27,69690.6153430432
2019-03-28,60836.3536640186
2019-03-29,68745.7916559892
2019-03-30,96129.5973703667
2019-03-31,75018.9878269631
2019-04-01,57144.9973410285
2019-04-02,47648.3224237969
2019-04-03,51365.4506094041
2019-04-04,70786.2857360958
2019-04-05,320749.40967761
2019-04-06,258583.135045837
2019-04-07,248403.666003131
2019-04-08,469294.774520044
2019-04-09,368862.246367101
2019-04-10,295126.811738833
2019-04-11,246430.395604098
2019-04-12,351419.27967749
2019-04-13,321947.2750433
2019-04-14,955976.986196877
2019-04-15,669183.890337814
2019-04-16,468428.72323647
2019-04-17,327900.106265529
